iteration,train_accuracy,test_accuracy,loss,time,individualize,accountant,seed,dataset_name,batch_size,ratios,budgets,linear_budgets,max_grad_norm,noise_multiplier,weights,optimizer,momentum,learning_rate,epochs,class_budgets,epsilon_0,linear_epsilon_0,epsilon_1,linear_epsilon_1,epsilon_2,linear_epsilon_2,accuracy_0,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,accuracy_6,accuracy_7,accuracy_8,accuracy_9
0,10.136666666666667,10.09,2.3131916522979736,0.9175138473510742,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.05287750669837266,1.0543004924611208,0.05287750669837266,1.0543004924611208,0.05287750669837266,1.0543004924611208,0.0,0.0,0.0,98.61386138613861,0.0,0.0,0.0,0.7782101167315175,0.0,0.49554013875123887
100,70.38833333333334,71.97,1.1979635953903198,13.915042161941528,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.0921335369378498,1.0965112370576102,0.0921335369378498,1.0965112370576102,0.0921335369378498,1.0965112370576102,93.46938775510205,99.11894273127753,68.7015503875969,72.37623762376238,90.63136456211812,2.914798206278027,91.12734864300626,85.70038910505836,60.47227926078029,45.29236868186323
200,79.68833333333333,80.57,0.6216920018196106,27.150386810302734,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.1292666162782325,1.1379934913119312,0.1292666162782325,1.1379934913119312,0.1292666162782325,1.1379934913119312,95.81632653061224,98.41409691629956,86.62790697674419,80.89108910891089,91.75152749490834,23.318385650224215,95.92901878914405,89.6887159533074,71.7659137577002,63.52824578790882
300,86.28833333333333,86.64,0.49278169870376587,38.887617111206055,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.1596162688726889,1.1730606447308127,0.1596162688726889,1.1730606447308127,0.1596162688726889,1.1730606447308127,96.12244897959184,98.14977973568281,88.95348837209302,90.5940594059406,91.95519348268839,59.19282511210762,96.24217118997912,89.00778210116732,73.10061601642711,78.79088206144698
400,88.86166666666666,89.85,0.388513445854187,51.63085317611694,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.1855403378344824,1.2038687602545053,0.1855403378344824,1.2038687602545053,0.1855403378344824,1.2038687602545053,96.22448979591837,98.14977973568281,89.92248062015504,92.17821782178218,91.85336048879837,73.54260089686099,96.65970772442589,88.42412451361868,82.75154004106776,86.22398414271557
500,91.49,91.97,0.23381413519382477,64.73508596420288,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.20860152594982942,1.2319539990118582,0.20860152594982942,1.2319539990118582,0.20860152594982942,1.2319539990118582,96.0204081632653,98.14977973568281,90.79457364341086,91.68316831683168,92.76985743380855,87.4439461883408,97.18162839248434,88.52140077821012,86.96098562628337,89.197224975223
600,92.61666666666666,93.09,0.3637702167034149,77.58595538139343,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.22961135266375288,1.258110953429627,0.22961135266375288,1.258110953429627,0.22961135266375288,1.258110953429627,97.34693877551021,97.97356828193833,90.60077519379846,93.06930693069307,92.87169042769857,91.92825112107623,96.86847599164926,89.88326848249027,89.3223819301848,90.58473736372646
700,93.44833333333334,93.46,0.20767104625701904,90.44679570198059,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.24905680223710844,1.2828148977563418,0.24905680223710844,1.2828148977563418,0.24905680223710844,1.2828148977563418,97.24489795918367,97.97356828193833,90.69767441860465,92.87128712871286,92.9735234215886,93.38565022421524,96.97286012526096,90.07782101167315,91.06776180698152,91.0802775024777
800,92.96333333333334,94.13,0.29801008105278015,103.14650821685791,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.2672571815261537,1.306376379001847,0.2672571815261537,1.306376379001847,0.2672571815261537,1.306376379001847,97.65306122448979,98.14977973568281,91.86046511627907,92.97029702970298,94.5010183299389,93.94618834080717,96.97286012526096,91.05058365758755,91.9917864476386,91.97224975222993
900,93.135,94.58,0.2538706362247467,116.48092341423035,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.2844337930275355,1.3290093207036362,0.2844337930275355,1.3290093207036362,0.2844337930275355,1.3290093207036362,97.44897959183673,98.14977973568281,92.82945736434108,94.45544554455445,95.21384928716904,93.94618834080717,97.28601252609603,92.02334630350195,93.01848049281314,91.17938553022795
1000,93.8,94.58,0.21160323917865753,128.0125434398651,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.30075039341895127,1.35087211288299,0.30075039341895127,1.35087211288299,0.30075039341895127,1.35087211288299,97.85714285714286,98.14977973568281,92.82945736434108,93.96039603960396,94.19551934826885,93.72197309417041,96.97286012526096,91.63424124513618,94.25051334702259,91.97224975222993
1100,95.14333333333333,95.09,0.18286672234535217,140.48344779014587,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.31633147803220624,1.3720849962881982,0.31633147803220624,1.3720849962881982,0.31633147803220624,1.3720849962881982,97.65306122448979,98.23788546255507,93.5077519379845,94.65346534653466,95.21384928716904,94.39461883408072,96.86847599164926,93.67704280155642,94.14784394250513,92.26957383548067
1200,94.75,95.36,0.17959968745708466,153.31338143348694,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.33127164032228007,1.392738064745604,0.33127164032228007,1.392738064745604,0.33127164032228007,1.392738064745604,98.16326530612245,98.32599118942731,93.7984496124031,95.24752475247524,95.31568228105907,93.83408071748879,97.49478079331942,93.48249027237354,94.55852156057495,93.06243805748265
1300,94.69166666666666,95.35,0.23036795854568481,165.56107831001282,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.34564932423010797,1.4129070566625803,0.34564932423010797,1.4129070566625803,0.34564932423010797,1.4129070566625803,97.85714285714286,98.50220264317181,94.67054263565892,93.66336633663366,95.82484725050917,94.28251121076234,97.7035490605428,94.26070038910505,94.14784394250513,92.26957383548067
1400,95.12166666666667,95.64,0.17593400180339813,178.15896892547607,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.3595261672035007,1.4326504169539056,0.3595261672035007,1.4326504169539056,0.3595261672035007,1.4326504169539056,98.16326530612245,98.6784140969163,93.9922480620155,95.44554455445545,96.5376782077393,95.2914798206278,97.07724425887265,94.64980544747081,94.25051334702259,92.07135777998018
1500,95.47833333333334,95.68,0.1289311945438385,191.56598687171936,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.3729556848296437,1.4520199918936894,0.3729556848296437,1.4520199918936894,0.3729556848296437,1.4520199918936894,98.26530612244898,98.59030837004406,94.76744186046511,95.84158415841584,95.010183299389,94.73094170403587,97.18162839248434,94.45525291828794,94.86652977412732,92.76511397423191
1600,94.78833333333333,95.74,0.28894558548927307,203.58117771148682,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.385976896859039,1.4710506845308242,0.385976896859039,1.4710506845308242,0.385976896859039,1.4710506845308242,98.06122448979592,98.41409691629956,94.86434108527132,95.24752475247524,95.51934826883911,95.96412556053812,97.18162839248434,94.64980544747081,95.17453798767967,92.17046580773042
1700,95.87333333333333,95.88,0.14644324779510498,215.55112719535828,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.3986312191007677,1.4897841133651228,0.3986312191007677,1.4897841133651228,0.3986312191007677,1.4897841133651228,98.16326530612245,98.50220264317181,94.57364341085271,95.14851485148515,95.82484725050917,95.73991031390135,96.97286012526096,96.01167315175097,94.76386036960986,92.86422200198216
1800,95.9,95.85,0.1478436142206192,228.1427662372589,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.4109464213445429,1.5082445446783772,0.4109464213445429,1.5082445446783772,0.4109464213445429,1.5082445446783772,98.06122448979592,98.50220264317181,94.18604651162791,95.44554455445545,95.51934826883911,96.18834080717488,96.76409185803757,95.8171206225681,94.96919917864476,92.86422200198216
1900,95.16666666666667,95.92,0.22450585663318634,240.5868616104126,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.42295220450711846,1.5264613362509671,0.42295220450711846,1.5264613362509671,0.42295220450711846,1.5264613362509671,97.75510204081633,98.32599118942731,94.67054263565892,96.03960396039604,95.51934826883911,95.73991031390135,96.76409185803757,95.71984435797665,94.76386036960986,93.65708622398414
2000,95.305,96.01,0.13137851655483246,253.0481767654419,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.4346726415906543,1.544457385074676,0.4346726415906543,1.544457385074676,0.4346726415906543,1.544457385074676,97.75510204081633,98.59030837004406,94.37984496124031,96.03960396039604,94.90835030549898,95.96412556053812,97.18162839248434,95.91439688715953,95.68788501026694,93.45887016848364
2100,96.58333333333333,96.16,0.20710287988185883,265.7158808708191,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.44612473031640015,1.5622463138588298,0.44612473031640015,1.5622463138588298,0.44612473031640015,1.5622463138588298,97.95918367346938,98.76651982378854,95.05813953488372,96.23762376237623,96.13034623217922,95.62780269058295,97.18162839248434,95.62256809338521,95.27720739219713,93.45887016848364
2200,95.48,96.3,0.14929743111133575,278.2198963165283,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.45733087666639943,1.5798515337873098,0.45733087666639943,1.5798515337873098,0.45733087666639943,1.5798515337873098,98.16326530612245,98.50220264317181,95.34883720930233,96.73267326732673,95.92668024439918,95.2914798206278,97.07724425887265,95.8171206225681,95.68788501026694,94.15262636273538
2300,95.97166666666666,96.36,0.11833125352859497,290.2492015361786,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.46830577767961845,1.5972857423495466,0.46830577767961845,1.5972857423495466,0.46830577767961845,1.5972857423495466,98.16326530612245,98.8546255506608,94.96124031007751,96.53465346534654,95.82484725050917,96.63677130044843,97.59916492693111,95.91439688715953,94.96919917864476,93.95441030723488
2400,96.51166666666667,96.18,0.22461554408073425,302.366557598114,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.47906428363391773,1.614562922194524,0.47906428363391773,1.614562922194524,0.47906428363391773,1.614562922194524,98.06122448979592,98.59030837004406,94.47674418604652,95.94059405940594,96.13034623217922,96.97309417040358,96.97286012526096,95.91439688715953,95.37987679671458,93.26065411298315
2500,95.98333333333333,96.2,0.09812144190073013,315.2331440448761,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.48962028915621236,1.6316965294452204,0.48962028915621236,1.6316965294452204,0.48962028915621236,1.6316965294452204,98.36734693877551,98.6784140969163,94.0891472868217,96.43564356435644,96.5376782077393,96.30044843049328,97.07724425887265,96.3035019455253,94.86652977412732,93.1615460852329
2600,96.045,96.32,0.18970265984535217,328.05846905708313,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.49998323717430576,1.6486936337044866,0.49998323717430576,1.6486936337044866,0.49998323717430576,1.6486936337044866,97.75510204081633,98.6784140969163,94.96124031007751,96.73267326732673,96.13034623217922,96.52466367713005,97.49478079331942,96.10894941634241,95.07186858316221,93.55797819623389
2700,95.96833333333333,96.34,0.10157804191112518,340.8702838420868,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.5101659841142882,1.6655676297711715,0.5101659841142882,1.6655676297711715,0.5101659841142882,1.6655676297711715,98.46938775510205,99.03083700440529,94.47674418604652,96.33663366336634,96.13034623217922,96.8609865470852,97.18162839248434,95.91439688715953,95.07186858316221,93.75619425173439
2800,96.10333333333334,96.41,0.11914771050214767,353.9017949104309,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.5201779161039269,1.6823269361281665,0.5201779161039269,1.6823269361281665,0.5201779161039269,1.6823269361281665,98.16326530612245,98.76651982378854,94.67054263565892,97.02970297029702,96.94501018329939,96.0762331838565,97.39039665970772,95.71984435797665,95.89322381930185,93.26065411298315
2900,96.69,96.41,0.13641956448554993,366.5259780883789,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.5300276287025464,1.6989792485623938,0.5300276287025464,1.6989792485623938,0.5300276287025464,1.6989792485623938,98.57142857142857,98.76651982378854,95.15503875968992,96.93069306930693,96.23217922606925,96.18834080717488,97.07724425887265,96.10894941634241,95.37987679671458,93.45887016848364
3000,96.00333333333333,96.47,0.08075061440467834,377.8021078109741,standard,rdp,0,MNIST,512,"[0.34, 0.43, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.2,3.42529296875,None,SGD,0.5,0.6,80,,0.5397235699773064,1.7155325719260561,0.5397235699773064,1.7155325719260561,0.5397235699773064,1.7155325719260561,98.16326530612245,98.8546255506608,95.15503875968992,96.63366336633663,95.82484725050917,96.18834080717488,97.28601252609603,96.3035019455253,95.99589322381931,94.05351833498513
