iteration,train_accuracy,test_accuracy,loss,time,individualize,accountant,seed,dataset_name,batch_size,ratios,budgets,linear_budgets,max_grad_norm,noise_multiplier,weights,optimizer,momentum,learning_rate,epochs,class_budgets,epsilon_0,linear_epsilon_0,epsilon_1,linear_epsilon_1,epsilon_2,linear_epsilon_2,accuracy_0,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,accuracy_6,accuracy_7,accuracy_8,accuracy_9
0,10.584,10.62,2.3045051097869873,1.016777515411377,standard,rdp,0,CIFAR10,1024,"[0.43, 0.34, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.4,3.29345703125,None,SGD,0.5,0.7,30,,0.07574313185592929,1.078685458635937,0.07574313185592929,1.078685458635937,0.07574313185592929,1.078685458635937,0.0,0.0,0.0,53.5,0.0,0.0,52.7,0.0,0.0,0.0
100,31.76,33.03,1.9046556949615479,27.847477436065674,standard,rdp,0,CIFAR10,1024,"[0.43, 0.34, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.4,3.29345703125,None,SGD,0.5,0.7,30,,0.2461772523471895,1.279126281584641,0.2461772523471895,1.279126281584641,0.2461772523471895,1.279126281584641,52.1,37.3,9.1,12.4,42.6,27.6,37.6,34.6,33.5,43.5
200,39.542,39.75,1.6390573978424072,53.552122592926025,standard,rdp,0,CIFAR10,1024,"[0.43, 0.34, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.4,3.29345703125,None,SGD,0.5,0.7,30,,0.35042723357392697,1.4196739514222867,0.35042723357392697,1.4196739514222867,0.35042723357392697,1.4196739514222867,51.0,49.8,13.4,17.1,37.7,32.2,54.0,49.2,43.9,49.2
300,42.626,43.04,1.6043723821640015,78.86485290527344,standard,rdp,0,CIFAR10,1024,"[0.43, 0.34, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.4,3.29345703125,None,SGD,0.5,0.7,30,,0.4322083940325289,1.5406561452564376,0.4322083940325289,1.5406561452564376,0.4322083940325289,1.5406561452564376,49.0,60.2,22.6,23.4,30.9,36.2,57.3,52.2,55.9,42.7
400,43.534,44.65,1.6002100706100464,104.86985492706299,standard,rdp,0,CIFAR10,1024,"[0.43, 0.34, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.4,3.29345703125,None,SGD,0.5,0.7,30,,0.502150850969061,1.6522712408026818,0.502150850969061,1.6522712408026818,0.502150850969061,1.6522712408026818,51.5,54.0,33.3,19.4,34.8,48.3,51.7,49.2,57.5,46.8
500,46.698,46.44,1.582521915435791,130.52306389808655,standard,rdp,0,CIFAR10,1024,"[0.43, 0.34, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.4,3.29345703125,None,SGD,0.5,0.7,30,,0.5644450625455703,1.7584716701138423,0.5644450625455703,1.7584716701138423,0.5644450625455703,1.7584716701138423,55.2,56.2,35.0,26.1,33.7,43.7,53.5,52.3,58.1,50.6
600,48.296,47.88,1.5151689052581787,156.62800240516663,standard,rdp,0,CIFAR10,1024,"[0.43, 0.34, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.4,3.29345703125,None,SGD,0.5,0.7,30,,0.6212639751998053,1.861279166357976,0.6212639751998053,1.861279166357976,0.6212639751998053,1.861279166357976,53.7,61.4,32.9,22.6,38.0,47.2,58.1,54.8,58.6,51.5
700,49.292,48.78,1.525024175643921,182.58160042762756,standard,rdp,0,CIFAR10,1024,"[0.43, 0.34, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.4,3.29345703125,None,SGD,0.5,0.7,30,,0.6739098899399859,1.9618931304100342,0.6739098899399859,1.9618931304100342,0.6739098899399859,1.9618931304100342,49.7,67.6,30.5,19.9,32.0,49.8,58.4,60.7,67.1,52.1
800,50.956,50.88,1.5943509340286255,207.94000625610352,standard,rdp,0,CIFAR10,1024,"[0.43, 0.34, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.4,3.29345703125,None,SGD,0.5,0.7,30,,0.7232301750756985,2.0610801191551955,0.7232301750756985,2.0610801191551955,0.7232301750756985,2.0610801191551955,52.5,67.0,29.7,27.4,37.3,47.0,64.5,61.0,63.1,59.3
900,51.3,51.04,1.4136570692062378,234.24759697914124,standard,rdp,0,CIFAR10,1024,"[0.43, 0.34, 0.23]","[1.0, 2.0, 3.0]","[2.718281828459045, 7.38905609893065, 20.085536923187668]",0.4,3.29345703125,None,SGD,0.5,0.7,30,,0.7698260635033712,2.159390624277982,0.7698260635033712,2.159390624277982,0.7698260635033712,2.159390624277982,56.4,72.6,40.1,28.9,30.6,47.9,56.2,58.2,69.8,49.7
